year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1953,SD,41,South Dakota,NA,0.42884099,NA,NA,738.326,NA
1954,SD,41,South Dakota,NA,0.42207345,NA,NA,740.625,NA
1955,SD,41,South Dakota,NA,0.46980929,NA,NA,747.775,NA
1956,SD,41,South Dakota,NA,0.47055712,NA,NA,749.793,NA
1957,SD,41,South Dakota,NA,0.4698438,NA,NA,766.165,NA
1958,SD,41,South Dakota,NA,0.46200538,NA,NA,782.421,NA
1959,SD,41,South Dakota,NA,0.47436824,NA,NA,826.886,NA
1960,SD,41,South Dakota,NA,0.49592459,NA,NA,887.36,NA
1961,SD,41,South Dakota,NA,0.46389672,NA,NA,817.374,NA
1962,SD,41,South Dakota,NA,0.47426644,NA,NA,856.693,NA
1963,SD,41,South Dakota,NA,0.48709452,NA,NA,990.507,NA
1964,SD,41,South Dakota,NA,0.50146133,NA,NA,918.367,NA
1965,SD,41,South Dakota,NA,0.48869577,NA,NA,875.56,NA
1966,SD,41,South Dakota,NA,0.49268597,NA,NA,964.809,NA
1967,SD,41,South Dakota,NA,0.49175432,NA,NA,1030.69,NA
1968,SD,41,South Dakota,NA,0.47754797,NA,NA,1004.17,NA
1969,SD,41,South Dakota,NA,0.48678815,NA,NA,982.089,NA
1970,SD,41,South Dakota,NA,0.48737326,NA,NA,1027.59,NA
1971,SD,41,South Dakota,NA,0.45372614,NA,NA,813.295,NA
1972,SD,41,South Dakota,NA,0.47254968,NA,NA,825.258,NA
1973,SD,41,South Dakota,NA,0.49162847,NA,NA,803.978,NA
1974,SD,41,South Dakota,NA,0.50818616,NA,NA,794.702,NA
1975,SD,41,South Dakota,NA,0.51535851,83.95999908,NA,746.207,NA
1976,SD,41,South Dakota,NA,0.5072785,98.13999939,NA,719.593,NA
1977,SD,41,South Dakota,NA,0.57708997,98.38999939,NA,655.077,NA
1978,SD,41,South Dakota,NA,0.51761568,113.1100006,NA,618.026,NA
1979,SD,41,South Dakota,NA,0.53136349,125.5599976,NA,570.901,NA
1980,SD,41,South Dakota,NA,0.54911059,146.7799988,NA,546.232,NA
1981,SD,41,South Dakota,NA,0.55505371,161.0599976,NA,516.329,NA
1982,SD,41,South Dakota,NA,0.60374916,157.8699951,NA,527.01,NA
1983,SD,41,South Dakota,NA,0.62491685,165.8099976,NA,508.01,NA
1984,SD,41,South Dakota,NA,0.61773598,182.9900055,NA,502.752,NA
1985,SD,41,South Dakota,NA,0.60359925,171.7400055,NA,498.17,NA
1986,SD,41,South Dakota,NA,0.58589208,195.5700073,NA,501.121,NA
1987,SD,41,South Dakota,NA,0.58258563,206.4700012,NA,488.661,NA
1988,SD,41,South Dakota,NA,0.58662635,219.8200073,NA,482.599,NA
1989,SD,41,South Dakota,NA,0.59613401,235.3699951,NA,458.607,NA
1990,SD,41,South Dakota,NA,0.58143371,268.4299927,NA,445.445,NA
1991,SD,41,South Dakota,NA,0.58699149,302.6000061,NA,457.538,NA
1992,SD,41,South Dakota,NA,0.59734541,409.6700134,NA,438.219,NA
1993,SD,41,South Dakota,NA,0.58002979,445.230011,NA,NA,NA
1994,SD,41,South Dakota,NA,0.57717723,494.9200134,NA,NA,NA
1995,SD,41,South Dakota,NA,0.58130652,514.4500122,NA,NA,NA
1996,SD,41,South Dakota,NA,0.60378337,537.6300049,NA,NA,805.107
1997,SD,41,South Dakota,NA,0.5825879,532.1900024,NA,NA,786.16
1998,SD,41,South Dakota,NA,0.5871563,560.5999756,133,NA,809.671
1999,SD,41,South Dakota,NA,0.59855109,592.1199951,133,NA,791.566
2000,SD,41,South Dakota,NA,0.57856685,631.5,133,NA,764.582
2001,SD,41,South Dakota,NA,0.56906134,729.4500122,133,NA,743.659
2002,SD,41,South Dakota,NA,0.58347863,777.8900146,133,NA,810.076
2003,SD,41,South Dakota,NA,0.6046347,810.4500122,133,NA,789.13
2004,SD,41,South Dakota,NA,0.61840171,902.9299927,133,NA,792.073
2005,SD,41,South Dakota,NA,0.63662511,942.4899902,133,NA,776.441
2006,SD,41,South Dakota,NA,0.63935709,948.3900146,133,NA,756.361
2007,SD,41,South Dakota,NA,0.63897628,NA,133,NA,736.138
2008,SD,41,South Dakota,NA,0.62985349,NA,133,NA,747.444
2009,SD,41,South Dakota,NA,0.61603761,NA,133,NA,750.445
2010,SD,41,South Dakota,NA,0.59927791,NA,133,NA,758.014
2011,SD,41,South Dakota,NA,0.6016618,NA,133,NA,734.51
2012,SD,41,South Dakota,933462,0.63184172,NA,133,NA,719.402
2013,SD,41,South Dakota,971649,0.61226666,NA,NA,NA,735.961
2014,SD,41,South Dakota,987557,NA,NA,NA,NA,NA
2015,SD,41,South Dakota,1037395,NA,NA,NA,NA,NA
2016,SD,41,South Dakota,1046368,NA,NA,NA,NA,NA
2017,SD,41,South Dakota,NA,NA,NA,NA,NA,NA
2018,SD,41,South Dakota,NA,NA,NA,NA,NA,NA
2019,SD,41,South Dakota,NA,NA,NA,NA,NA,NA
2020,SD,41,South Dakota,NA,NA,NA,NA,NA,NA
1900,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1901,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1902,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1903,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1904,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1905,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1906,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1907,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1908,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1909,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1910,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1911,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1912,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1913,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1914,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1915,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1916,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1917,TN,42,Tennessee,NA,0.41627857,NA,NA,NA,NA
1918,TN,42,Tennessee,NA,0.39722502,NA,NA,NA,NA
1919,TN,42,Tennessee,NA,0.43237722,NA,NA,NA,NA
1920,TN,42,Tennessee,NA,0.39943492,NA,NA,NA,NA
1921,TN,42,Tennessee,NA,0.39694354,NA,NA,NA,NA
1922,TN,42,Tennessee,NA,0.40596724,NA,NA,NA,NA
1923,TN,42,Tennessee,NA,0.39022836,NA,NA,NA,NA
1924,TN,42,Tennessee,NA,0.40818316,NA,NA,NA,NA
1925,TN,42,Tennessee,NA,0.4557783,NA,NA,NA,NA
1926,TN,42,Tennessee,NA,0.47057176,NA,NA,NA,NA
1927,TN,42,Tennessee,NA,0.48453686,NA,NA,NA,NA
1928,TN,42,Tennessee,NA,0.51364005,NA,NA,NA,NA
1929,TN,42,Tennessee,NA,0.49173096,NA,NA,NA,NA
1930,TN,42,Tennessee,NA,0.43319294,NA,NA,NA,NA
1931,TN,42,Tennessee,NA,0.42530808,NA,NA,NA,NA
1932,TN,42,Tennessee,NA,0.39370403,NA,NA,NA,NA
1933,TN,42,Tennessee,NA,0.40928876,NA,NA,NA,NA
1934,TN,42,Tennessee,NA,0.42532343,NA,NA,NA,NA
1935,TN,42,Tennessee,NA,0.40567213,NA,NA,NA,NA
1936,TN,42,Tennessee,NA,0.44231385,NA,NA,612.968,NA
1937,TN,42,Tennessee,NA,0.43323222,NA,NA,458.325,NA
1938,TN,42,Tennessee,NA,0.42485932,NA,NA,474.038,NA
1939,TN,42,Tennessee,NA,0.41771501,NA,NA,477.868,NA
1940,TN,42,Tennessee,NA,0.39580876,NA,NA,479.809,NA
1941,TN,42,Tennessee,NA,0.42439315,NA,NA,462.1,NA
1942,TN,42,Tennessee,NA,0.44469202,NA,NA,436.372,NA
1943,TN,42,Tennessee,NA,0.3975271,NA,NA,605.372,NA
1944,TN,42,Tennessee,NA,0.42988968,NA,NA,640.096,NA
1945,TN,42,Tennessee,NA,0.46225223,NA,NA,615.164,NA
1946,TN,42,Tennessee,NA,0.45705393,NA,NA,654.533,NA
1947,TN,42,Tennessee,NA,0.43069708,NA,NA,734.409,NA
1948,TN,42,Tennessee,NA,0.42734423,NA,NA,727.647,NA
1949,TN,42,Tennessee,NA,0.41006917,NA,NA,734.168,NA
1950,TN,42,Tennessee,NA,0.43638054,NA,NA,731.527,NA
1951,TN,42,Tennessee,NA,0.42706472,NA,NA,665.987,NA
1952,TN,42,Tennessee,NA,0.42690733,NA,NA,672.296,NA
1953,TN,42,Tennessee,NA,0.42589405,NA,NA,921.148,NA
1954,TN,42,Tennessee,NA,0.42423907,NA,NA,923.355,NA
1955,TN,42,Tennessee,NA,0.44967464,NA,NA,819.624,NA
1956,TN,42,Tennessee,NA,0.44689995,NA,NA,842.528,NA
1957,TN,42,Tennessee,NA,0.44666126,NA,NA,852.999,NA
1958,TN,42,Tennessee,NA,0.47692466,NA,NA,895.102,NA
1959,TN,42,Tennessee,NA,0.46554193,NA,NA,825.552,NA
1960,TN,42,Tennessee,NA,0.46777689,NA,NA,854.519,NA
1961,TN,42,Tennessee,NA,0.47120774,NA,NA,835.381,NA
1962,TN,42,Tennessee,NA,0.46364304,NA,NA,815.282,NA
1963,TN,42,Tennessee,NA,0.47328877,NA,NA,800.799,NA
1964,TN,42,Tennessee,NA,0.46464729,NA,NA,850.301,NA
1965,TN,42,Tennessee,NA,0.47336259,NA,NA,983.795,NA
1966,TN,42,Tennessee,NA,0.4738265,NA,NA,995.741,NA
1967,TN,42,Tennessee,NA,0.47121787,NA,NA,937.257,NA
1968,TN,42,Tennessee,NA,0.46604088,NA,NA,829.634,NA
1969,TN,42,Tennessee,NA,0.46978933,NA,NA,766.559,NA
1970,TN,42,Tennessee,NA,0.44701272,NA,NA,727.083,NA
1971,TN,42,Tennessee,NA,0.4563356,NA,NA,661.082,NA
1972,TN,42,Tennessee,NA,0.46918753,NA,NA,619.939,NA
1973,TN,42,Tennessee,NA,0.47608393,NA,NA,565.471,NA
1974,TN,42,Tennessee,NA,0.47339138,NA,NA,516.275,NA
1975,TN,42,Tennessee,NA,0.46549487,67.80000305,NA,462.97,NA
1976,TN,42,Tennessee,NA,0.46817985,83.98999786,NA,429.625,NA
1977,TN,42,Tennessee,NA,0.48906574,93.58999634,NA,398.032,NA
1978,TN,42,Tennessee,NA,0.47879699,104.3300018,NA,400.134,NA
1979,TN,42,Tennessee,NA,0.48180994,116.2399979,NA,360.951,NA
1980,TN,42,Tennessee,NA,0.48206604,124.2399979,NA,319.743,NA
1981,TN,42,Tennessee,NA,0.49699098,140.1699982,NA,281.891,NA
1982,TN,42,Tennessee,NA,0.49549687,142.6000061,NA,285.919,NA
1983,TN,42,Tennessee,NA,0.49456432,149.2100067,NA,273.369,NA
1984,TN,42,Tennessee,NA,0.49600717,179.0899963,NA,283.291,NA
1985,TN,42,Tennessee,NA,0.5031786,180.8800049,NA,311.006,NA
1986,TN,42,Tennessee,NA,0.51317573,213.4400024,NA,303.652,NA
1987,TN,42,Tennessee,NA,0.52916986,247.8200073,NA,308.739,NA
1988,TN,42,Tennessee,NA,0.54744565,297.3500061,NA,326.206,NA
1989,TN,42,Tennessee,NA,0.57044059,291.6700134,NA,328.853,NA
1990,TN,42,Tennessee,NA,0.57004625,343.3800049,NA,344.272,NA
1991,TN,42,Tennessee,NA,0.56561083,399.7399902,NA,312.663,NA
1992,TN,42,Tennessee,NA,0.56972647,561.7600098,NA,289.609,NA
1993,TN,42,Tennessee,NA,0.56125778,604.25,NA,NA,NA
1994,TN,42,Tennessee,NA,0.55697352,635.1400146,NA,NA,NA
1995,TN,42,Tennessee,NA,0.56110573,725.9899902,NA,NA,NA
1996,TN,42,Tennessee,NA,0.58477825,744.8400269,NA,NA,1152.46
1997,TN,42,Tennessee,NA,0.57230222,741.2999878,NA,NA,1209.82
1998,TN,42,Tennessee,NA,0.56872338,772.4199829,400,NA,1326.68
1999,TN,42,Tennessee,NA,0.57258236,839.1300049,400,NA,1333.52
2000,TN,42,Tennessee,NA,0.57115614,915.9899902,185,NA,1338.61
2001,TN,42,Tennessee,NA,0.5625636,1063.920044,185,NA,1291.6
2002,TN,42,Tennessee,NA,0.56747937,1188.400024,185,NA,1305.32
2003,TN,42,Tennessee,NA,0.58462703,1303.430054,185,NA,1299.66
2004,TN,42,Tennessee,NA,0.6046679,1412.410034,185,NA,1257.78
2005,TN,42,Tennessee,NA,0.62259221,1550.890015,185,NA,1283.15
2006,TN,42,Tennessee,NA,0.64208269,1332.530029,185,NA,1258.53
2007,TN,42,Tennessee,NA,0.64674455,NA,250,NA,1357.57
2008,TN,42,Tennessee,NA,0.64690799,NA,250,NA,1384.74
2009,TN,42,Tennessee,NA,0.62113506,NA,250,NA,1390.31
2010,TN,42,Tennessee,NA,0.59515947,NA,250,NA,1368.41
2011,TN,42,Tennessee,NA,0.59803885,NA,250,NA,1325.98
2012,TN,42,Tennessee,10894369,0.61189663,NA,250,NA,1298.71
2013,TN,42,Tennessee,10959849,0.59902841,NA,NA,NA,1273.24
2014,TN,42,Tennessee,10928901,NA,NA,NA,NA,NA
2015,TN,42,Tennessee,11420314,NA,NA,NA,NA,NA
2016,TN,42,Tennessee,12327422,NA,NA,NA,NA,NA
2017,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
2018,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
2019,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
2020,TN,42,Tennessee,NA,NA,NA,NA,NA,NA
1900,TX,43,Texas,NA,NA,NA,NA,NA,NA
1901,TX,43,Texas,NA,NA,NA,NA,NA,NA
1902,TX,43,Texas,NA,NA,NA,NA,NA,NA
1903,TX,43,Texas,NA,NA,NA,NA,NA,NA
1904,TX,43,Texas,NA,NA,NA,NA,NA,NA
1905,TX,43,Texas,NA,NA,NA,NA,NA,NA
1906,TX,43,Texas,NA,NA,NA,NA,NA,NA
1907,TX,43,Texas,NA,NA,NA,NA,NA,NA
1908,TX,43,Texas,NA,NA,NA,NA,NA,NA
1909,TX,43,Texas,NA,NA,NA,NA,NA,NA
1910,TX,43,Texas,NA,NA,NA,NA,NA,NA
1911,TX,43,Texas,NA,NA,NA,NA,NA,NA
1912,TX,43,Texas,NA,NA,NA,NA,NA,NA
1913,TX,43,Texas,NA,NA,NA,NA,NA,NA
1914,TX,43,Texas,NA,NA,NA,NA,NA,NA
1915,TX,43,Texas,NA,NA,NA,NA,NA,NA
1916,TX,43,Texas,NA,NA,NA,NA,NA,NA
1917,TX,43,Texas,NA,0.41579211,NA,NA,NA,NA
1918,TX,43,Texas,NA,0.41127923,NA,NA,NA,NA
1919,TX,43,Texas,NA,0.41690087,NA,NA,NA,NA
1920,TX,43,Texas,NA,0.34203705,NA,NA,NA,NA
1921,TX,43,Texas,NA,0.35705689,NA,NA,NA,NA
1922,TX,43,Texas,NA,0.37135637,NA,NA,NA,NA
1923,TX,43,Texas,NA,0.357952,NA,NA,NA,NA
1924,TX,43,Texas,NA,0.37905458,NA,NA,NA,NA
1925,TX,43,Texas,NA,0.42168808,NA,NA,NA,NA
1926,TX,43,Texas,NA,0.4549886,NA,NA,NA,NA
1927,TX,43,Texas,NA,0.44650233,NA,NA,NA,NA
1928,TX,43,Texas,NA,0.45412961,NA,NA,NA,NA
1929,TX,43,Texas,NA,0.46190259,NA,NA,NA,NA
1930,TX,43,Texas,NA,0.43916115,NA,NA,NA,NA
1931,TX,43,Texas,NA,0.42453772,NA,NA,NA,NA
1932,TX,43,Texas,NA,0.39704189,NA,NA,NA,NA
1933,TX,43,Texas,NA,0.40554851,NA,NA,NA,NA
1934,TX,43,Texas,NA,0.42036971,NA,NA,NA,NA
1935,TX,43,Texas,NA,0.42536527,NA,NA,NA,NA
1936,TX,43,Texas,NA,0.4463411,NA,NA,288.572,NA
1937,TX,43,Texas,NA,0.42618477,NA,NA,275.381,NA
1938,TX,43,Texas,NA,0.45706204,NA,NA,195.645,NA
1939,TX,43,Texas,NA,0.4338316,NA,NA,192.471,NA
1940,TX,43,Texas,NA,0.40145102,NA,NA,210.362,NA
1941,TX,43,Texas,NA,0.42257488,NA,NA,471.847,NA
1942,TX,43,Texas,NA,0.43846124,NA,NA,232.729,NA
1943,TX,43,Texas,NA,0.38556284,NA,NA,441.671,NA
1944,TX,43,Texas,NA,0.40878537,NA,NA,426.583,NA
1945,TX,43,Texas,NA,0.43200791,NA,NA,415.905,NA
1946,TX,43,Texas,NA,0.43351343,NA,NA,510.756,NA
1947,TX,43,Texas,NA,0.41773164,NA,NA,652.971,NA
1948,TX,43,Texas,NA,0.45654574,NA,NA,710.856,NA
1949,TX,43,Texas,NA,0.4337835,NA,NA,688.692,NA
1950,TX,43,Texas,NA,0.45384881,NA,NA,642.749,NA
1951,TX,43,Texas,NA,0.44858852,NA,NA,670.605,NA
1952,TX,43,Texas,NA,0.4435139,NA,NA,724.004,NA
1953,TX,43,Texas,NA,0.44070944,NA,NA,884.148,NA
1954,TX,43,Texas,NA,0.44219041,NA,NA,798.336,NA
1955,TX,43,Texas,NA,0.46994427,NA,NA,761.426,NA
1956,TX,43,Texas,NA,0.46271947,NA,NA,934.096,NA
1957,TX,43,Texas,NA,0.46960932,NA,NA,908.506,NA
1958,TX,43,Texas,NA,0.45668086,NA,NA,853.394,NA
1959,TX,43,Texas,NA,0.47341284,NA,NA,875.296,NA
1960,TX,43,Texas,NA,0.47805628,NA,NA,881.952,NA
1961,TX,43,Texas,NA,0.46856248,NA,NA,933.2,NA
1962,TX,43,Texas,NA,0.47733179,NA,NA,925.84,NA
1963,TX,43,Texas,NA,0.48300123,NA,NA,919.771,NA
1964,TX,43,Texas,NA,0.49154651,NA,NA,921.523,NA
1965,TX,43,Texas,NA,0.4829742,NA,NA,923.987,NA
1966,TX,43,Texas,NA,0.49606195,NA,NA,929.794,NA
1967,TX,43,Texas,NA,0.49448845,NA,NA,860.737,NA
1968,TX,43,Texas,NA,0.49808776,NA,NA,719.897,NA
1969,TX,43,Texas,NA,0.49403438,NA,NA,928.676,NA
1970,TX,43,Texas,NA,0.48137075,NA,NA,826.357,NA
1971,TX,43,Texas,NA,0.48735762,NA,NA,1011.5,NA
1972,TX,43,Texas,NA,0.49803677,NA,NA,705.067,NA
1973,TX,43,Texas,NA,0.49421114,NA,NA,615.494,NA
1974,TX,43,Texas,NA,0.50111914,NA,NA,534.624,NA
1975,TX,43,Texas,NA,0.50255144,68.91000366,NA,488.521,NA
1976,TX,43,Texas,NA,0.50165296,82,NA,435.341,NA
1977,TX,43,Texas,NA,0.50349855,88.95999908,NA,399.5,NA
1978,TX,43,Texas,NA,0.51029664,86.33000183,NA,382.817,NA
1979,TX,43,Texas,NA,0.50497574,98.79000092,NA,345.427,NA
1980,TX,43,Texas,NA,0.50879854,102.2900009,NA,306.59,NA
1981,TX,43,Texas,NA,0.51258892,114.4899979,NA,267.993,NA
1982,TX,43,Texas,NA,0.52328181,105.8399963,NA,251.698,NA
1983,TX,43,Texas,NA,0.53309023,122.1699982,NA,319.829,NA
1984,TX,43,Texas,NA,0.54204941,127.9300003,NA,352.653,NA
1985,TX,43,Texas,NA,0.55516982,131.8500061,NA,380.648,NA
1986,TX,43,Texas,NA,0.56780767,136.0399933,NA,365.898,NA
1987,TX,43,Texas,NA,0.58491778,155.25,NA,351.781,NA
1988,TX,43,Texas,NA,0.6040585,175.4400024,NA,338.326,NA
1989,TX,43,Texas,NA,0.62840134,194.1300049,NA,321.544,NA
1990,TX,43,Texas,NA,0.62166041,246.6300049,NA,300.921,NA
1991,TX,43,Texas,NA,0.61775029,311.0400085,NA,289.757,NA
1992,TX,43,Texas,NA,0.61747557,419.8500061,NA,276.419,NA
1993,TX,43,Texas,NA,0.6018911,499.1900024,NA,NA,NA
1994,TX,43,Texas,NA,0.59488976,516.6199951,NA,NA,NA
1995,TX,43,Texas,NA,0.59662777,569.3400269,NA,NA,NA
1996,TX,43,Texas,NA,0.61769396,559.5999756,NA,NA,616.292
1997,TX,43,Texas,NA,0.6071946,595.4400024,NA,NA,600.625
1998,TX,43,Texas,NA,0.60774887,549.5700073,185,NA,590.4
1999,TX,43,Texas,NA,0.61184639,587.5,185,NA,577.556
2000,TX,43,Texas,NA,0.61757553,569.0499878,185,NA,557.577
2001,TX,43,Texas,NA,0.59979016,621.3200073,200,NA,543.55
2002,TX,43,Texas,NA,0.5964337,703.3599854,185,NA,534.759
2003,TX,43,Texas,NA,0.60636574,838.6300049,185,NA,521.995
2004,TX,43,Texas,NA,0.62460357,830.2700195,185,NA,505.194
2005,TX,43,Texas,NA,0.64054334,863.5999756,185,NA,485.371
2006,TX,43,Texas,NA,0.64462119,889.5100098,185,NA,466.995
2007,TX,43,Texas,NA,0.64574236,NA,200,NA,450.757
2008,TX,43,Texas,NA,0.64052135,NA,200,NA,434.255
2009,TX,43,Texas,NA,0.63680488,NA,200,NA,435.999
2010,TX,43,Texas,NA,0.63067043,NA,200,NA,429.133
2011,TX,43,Texas,NA,0.63704145,NA,200,NA,415.827
2012,TX,43,Texas,31158127,0.65345448,NA,200,NA,407.274
2013,TX,43,Texas,30780705,0.6480571,NA,NA,NA,398.89
2014,TX,43,Texas,32875192,NA,NA,NA,NA,NA
2015,TX,43,Texas,35961689,NA,NA,NA,NA,NA
2016,TX,43,Texas,37548331,NA,NA,NA,NA,NA
2017,TX,43,Texas,NA,NA,NA,NA,NA,NA
2018,TX,43,Texas,NA,NA,NA,NA,NA,NA
2019,TX,43,Texas,NA,NA,NA,NA,NA,NA
2020,TX,43,Texas,NA,NA,NA,NA,NA,NA
1900,UT,44,Utah,NA,NA,NA,NA,NA,NA
1901,UT,44,Utah,NA,NA,NA,NA,NA,NA
1902,UT,44,Utah,NA,NA,NA,NA,NA,NA
1903,UT,44,Utah,NA,NA,NA,NA,NA,NA
1904,UT,44,Utah,NA,NA,NA,NA,NA,NA
1905,UT,44,Utah,NA,NA,NA,NA,NA,NA
1906,UT,44,Utah,NA,NA,NA,NA,NA,NA
1907,UT,44,Utah,NA,NA,NA,NA,NA,NA
1908,UT,44,Utah,NA,NA,NA,NA,NA,NA
1909,UT,44,Utah,NA,NA,NA,NA,NA,NA
1910,UT,44,Utah,NA,NA,NA,NA,NA,NA
1911,UT,44,Utah,NA,NA,NA,NA,NA,NA
1912,UT,44,Utah,NA,NA,NA,NA,NA,NA
1913,UT,44,Utah,NA,NA,NA,NA,NA,NA
1914,UT,44,Utah,NA,NA,NA,NA,NA,NA
1915,UT,44,Utah,NA,NA,NA,NA,NA,NA
1916,UT,44,Utah,NA,NA,NA,NA,NA,NA
1917,UT,44,Utah,NA,0.4223471,NA,NA,NA,NA
1918,UT,44,Utah,NA,0.34023988,NA,NA,NA,NA
1919,UT,44,Utah,NA,0.33783817,NA,NA,NA,NA
1920,UT,44,Utah,NA,0.29107475,NA,NA,NA,NA
1921,UT,44,Utah,NA,0.33374906,NA,NA,NA,NA
1922,UT,44,Utah,NA,0.33521822,NA,NA,NA,NA
1923,UT,44,Utah,NA,0.33915496,NA,NA,NA,NA
1924,UT,44,Utah,NA,0.35304603,NA,NA,NA,NA
1925,UT,44,Utah,NA,0.40335315,NA,NA,NA,NA
1926,UT,44,Utah,NA,0.43450299,NA,NA,NA,NA
1927,UT,44,Utah,NA,0.4685154,NA,NA,NA,NA
1928,UT,44,Utah,NA,0.47736505,NA,NA,NA,NA
1929,UT,44,Utah,NA,0.46503276,NA,NA,NA,NA
1930,UT,44,Utah,NA,0.43620431,NA,NA,NA,NA
1931,UT,44,Utah,NA,0.41446725,NA,NA,NA,NA
1932,UT,44,Utah,NA,0.39596361,NA,NA,NA,NA
1933,UT,44,Utah,NA,0.3936038,NA,NA,NA,NA
1934,UT,44,Utah,NA,0.38604483,NA,NA,NA,NA
1935,UT,44,Utah,NA,0.38790569,NA,NA,NA,NA
1936,UT,44,Utah,NA,0.41926476,NA,NA,608.019,NA
1937,UT,44,Utah,NA,0.3986637,NA,NA,600.582,NA
1938,UT,44,Utah,NA,0.41390103,NA,NA,590.122,NA
1939,UT,44,Utah,NA,0.38862559,NA,NA,671.918,NA
1940,UT,44,Utah,NA,0.34163624,NA,NA,694.894,NA
1941,UT,44,Utah,NA,0.35503894,NA,NA,769.853,NA
1942,UT,44,Utah,NA,0.34381607,NA,NA,762.479,NA
1943,UT,44,Utah,NA,0.33525807,NA,NA,1006.16,NA
1944,UT,44,Utah,NA,0.37845099,NA,NA,1089.92,NA
1945,UT,44,Utah,NA,0.42164388,NA,NA,1085.99,NA
1946,UT,44,Utah,NA,0.42708093,NA,NA,1226.34,NA
1947,UT,44,Utah,NA,0.39056897,NA,NA,1092.39,NA
1948,UT,44,Utah,NA,0.38380998,NA,NA,1185.63,NA
1949,UT,44,Utah,NA,0.38532752,NA,NA,1056,NA
1950,UT,44,Utah,NA,0.39096585,NA,NA,933.831,NA
1951,UT,44,Utah,NA,0.39364067,NA,NA,1074.83,NA
1952,UT,44,Utah,NA,0.40710732,NA,NA,1077.19,NA
1953,UT,44,Utah,NA,0.40218312,NA,NA,1123.37,NA
1954,UT,44,Utah,NA,0.40189943,NA,NA,1108.67,NA
1955,UT,44,Utah,NA,0.40069836,NA,NA,1113.05,NA
1956,UT,44,Utah,NA,0.40145993,NA,NA,1107.89,NA
1957,UT,44,Utah,NA,0.40967178,NA,NA,1199.96,NA
1958,UT,44,Utah,NA,0.40555826,NA,NA,1189.33,NA
1959,UT,44,Utah,NA,0.4259021,NA,NA,1115.93,NA
1960,UT,44,Utah,NA,0.43506145,NA,NA,1251.99,NA
1961,UT,44,Utah,NA,0.41992486,NA,NA,1212.87,NA
1962,UT,44,Utah,NA,0.43289408,NA,NA,1126.13,NA
1963,UT,44,Utah,NA,0.4324443,NA,NA,1138.22,NA
1964,UT,44,Utah,NA,0.42085689,NA,NA,1125.07,NA
1965,UT,44,Utah,NA,0.45253995,NA,NA,1137.79,NA
1966,UT,44,Utah,NA,0.46313572,NA,NA,1090.54,NA
1967,UT,44,Utah,NA,0.45895401,NA,NA,1071.28,NA
1968,UT,44,Utah,NA,0.46254689,NA,NA,1005.59,NA
1969,UT,44,Utah,NA,0.45852599,NA,NA,934.52,NA
1970,UT,44,Utah,NA,0.47000453,NA,NA,913.657,NA
1971,UT,44,Utah,NA,0.46738443,NA,NA,1023.29,NA
1972,UT,44,Utah,NA,0.45734352,NA,NA,998.764,NA
1973,UT,44,Utah,NA,0.46360433,NA,NA,935.991,NA
1974,UT,44,Utah,NA,0.46682033,NA,NA,937.152,NA
1975,UT,44,Utah,NA,0.47202787,66.15000153,NA,969.666,NA
1976,UT,44,Utah,NA,0.45864996,76.44000244,NA,937.24,NA
1977,UT,44,Utah,NA,0.45978922,88.63999939,NA,887.773,NA
1978,UT,44,Utah,NA,0.45912191,115.7799988,NA,860.345,NA
1979,UT,44,Utah,NA,0.47137216,128.6600037,NA,848.227,NA
1980,UT,44,Utah,NA,0.48307484,127.75,NA,869.888,NA
1981,UT,44,Utah,NA,0.48480159,151.6000061,NA,743.271,NA
1982,UT,44,Utah,NA,0.48686013,136.9900055,NA,802.873,NA
1983,UT,44,Utah,NA,0.48463622,158.6000061,NA,723.585,NA
1984,UT,44,Utah,NA,0.48529178,171.9100037,NA,674.501,NA
1985,UT,44,Utah,NA,0.48713067,188.9700012,NA,678.656,NA
1986,UT,44,Utah,NA,0.50021255,213.5899963,NA,682.029,NA
1987,UT,44,Utah,NA,0.5154196,232.8300018,NA,682.781,NA
1988,UT,44,Utah,NA,0.53684121,219.5099945,NA,667.131,NA
